step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
80218,451090.00,0.034085,2.044741e-3,-2.044741e-3,-4.614061e-1,-1.061495e0,0,0
80219,451095.00,0.034243,2.054177e-3,-2.054177e-3,-4.596337e-1,-1.062061e0,0,0
80220,451100.00,0.034400,2.063613e-3,-2.063613e-3,-4.532826e-1,-1.056768e0,0,0
80221,451105.00,0.034557,2.073049e-3,-2.073049e-3,-5.114148e-1,-1.057492e0,0,0
80222,451110.00,0.034714,2.082427e-3,-2.082427e-3,-4.382170e-1,-1.060786e0,0,0
80223,451115.00,0.034871,2.091863e-3,-2.091863e-3,-4.365190e-1,-1.059717e0,0,0
80224,451120.00,0.035028,2.101299e-3,-2.101299e-3,-4.938002e-1,-1.062489e0,0,0
80225,451125.00,0.035185,2.110677e-3,-2.110677e-3,-4.970540e-1,-1.057809e0,0,0
80226,451130.00,0.035342,2.120113e-3,-2.120113e-3,-4.976283e-1,-1.057289e0,0,0
80227,451135.00,0.035500,2.129548e-3,-2.129548e-3,-4.423002e-1,-1.058614e0,0,0
80228,451140.00,0.035657,2.138983e-3,-2.138983e-3,-4.248136e-1,-1.060183e0,0,0
80229,451145.00,0.035813,2.148362e-3,-2.148362e-3,-4.249694e-1,-1.059672e0,0,0
80230,451150.00,0.035971,2.157797e-3,-2.157797e-3,-4.228426e-1,-1.058799e0,0,0
80231,451155.00,0.036128,2.167232e-3,-2.167232e-3,-4.647870e-1,-1.060992e0,0,0
80232,451160.00,0.036284,2.176610e-3,-2.176610e-3,-4.716518e-1,-1.060706e0,0,0
80233,451165.00,0.036442,2.186045e-3,-2.186045e-3,-4.716138e-1,-1.056713e0,0,0
80234,451170.00,0.036599,2.195480e-3,-2.195480e-3,-4.672457e-1,-1.064272e0,0,0
80235,451175.00,0.036757,2.204915e-3,-2.204915e-3,-4.725842e-1,-1.064615e0,0,0
80236,451180.00,0.036913,2.214293e-3,-2.214293e-3,-4.748157e-1,-1.062269e0,0,0
80237,451185.00,0.037070,2.223728e-3,-2.223728e-3,-4.957982e-1,-1.060119e0,0,0
80238,451190.00,0.037228,2.233163e-3,-2.233163e-3,-4.945847e-1,-1.058929e0,0,0
80239,451195.00,0.037384,2.242540e-3,-2.242540e-3,-4.965169e-1,-1.057891e0,0,0
80240,451200.00,0.037541,2.251975e-3,-2.251975e-3,-4.278368e-1,-1.060818e0,0,0
80241,451205.00,0.037699,2.261410e-3,-2.261410e-3,-4.758669e-1,-1.065807e0,0,0
80242,451210.00,0.037856,2.270845e-3,-2.270845e-3,-4.969350e-1,-1.063430e0,0,0
80243,451215.00,0.038013,2.280222e-3,-2.280222e-3,-4.821372e-1,-1.064040e0,0,0
80244,451220.00,0.038170,2.289657e-3,-2.289657e-3,-4.860636e-1,-1.063703e0,0,0
80245,451225.00,0.038327,2.299091e-3,-2.299091e-3,-5.211468e-1,-1.062632e0,0,0
80246,451230.00,0.038484,2.308468e-3,-2.308468e-3,-5.009314e-1,-1.062351e0,0,0
80247,451235.00,0.038641,2.317903e-3,-2.317903e-3,-4.801577e-1,-1.060218e0,0,0
80248,451240.00,0.038798,2.327337e-3,-2.327337e-3,-4.683459e-1,-1.061658e0,0,0
80249,451245.00,0.038955,2.336714e-3,-2.336714e-3,-4.645853e-1,-1.063254e0,0,0
80250,451250.00,0.039112,2.346148e-3,-2.346148e-3,-4.605480e-1,-1.062846e0,0,0
80251,451255.00,0.039269,2.355582e-3,-2.355582e-3,-4.600674e-1,-1.062066e0,0,0
80252,451260.00,0.039427,2.365016e-3,-2.365016e-3,-4.618955e-1,-1.064048e0,0,0
80253,451265.00,0.039583,2.374393e-3,-2.374393e-3,-4.595863e-1,-1.068230e0,0,0
80254,451270.00,0.039741,2.383827e-3,-2.383827e-3,-4.597527e-1,-1.066609e0,0,0
80255,451275.00,0.039898,2.393261e-3,-2.393261e-3,-4.547417e-1,-1.066813e0,0,0
80256,451280.00,0.040054,2.402638e-3,-2.402638e-3,-4.419158e-1,-1.063688e0,0,0
80257,451285.00,0.040212,2.412071e-3,-2.412071e-3,-4.461862e-1,-1.064625e0,0,0
80258,451290.00,0.040369,2.421505e-3,-2.421505e-3,-4.928169e-1,-1.063793e0,0,0
80259,451295.00,0.040526,2.430939e-3,-2.430939e-3,-4.877892e-1,-1.069110e0,0,0
80260,451300.00,0.040683,2.440315e-3,-2.440315e-3,-4.905845e-1,-1.063262e0,0,0
80261,451305.00,0.040840,2.449749e-3,-2.449749e-3,-4.214940e-1,-1.063552e0,0,0
80262,451310.00,0.040998,2.459182e-3,-2.459182e-3,-4.633102e-1,-1.067716e0,0,0
80263,451315.00,0.041154,2.468558e-3,-2.468558e-3,-4.152970e-1,-1.061187e0,0,0
80264,451320.00,0.041311,2.477992e-3,-2.477992e-3,-4.130495e-1,-1.063265e0,0,0
80265,451325.00,0.041469,2.487425e-3,-2.487425e-3,-4.282366e-1,-1.059827e0,0,0
80266,451330.00,0.041626,2.496858e-3,-2.496858e-3,-4.355450e-1,-1.058451e0,0,0
80267,451335.00,0.041782,2.506234e-3,-2.506234e-3,-4.376827e-1,-1.058834e0,0,0
